"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"GADD45GIP1",2.33390283152566e-05,0.225358200013741,0.262,0.213,0.63295444790976,"COPD","GADD45GIP1"
"SFPQ",2.34661473677865e-05,0.204416223972257,0.456,0.403,0.63640191661437,"COPD","SFPQ"
"C6orf62",2.36771529913421e-05,0.182080584616811,0.365,0.309,0.642124389125197,"COPD","C6orf62"
"NDUFA10",2.38577844305083e-05,0.339905756721415,0.195,0.154,0.647023113755384,"COPD","NDUFA10"
"HNRNPR",2.39248203103022e-05,0.208071888256763,0.29,0.241,0.648841126815395,"COPD","HNRNPR"
"COPS6",2.43973194523638e-05,0.37138606849106,0.147,0.111,0.661655303548106,"COPD","COPS6"
"LRPAP1",2.4643158173913e-05,0.194354090278929,0.28,0.231,0.66832244967652,"COPD","LRPAP1"
"GDI1",2.52244225913328e-05,0.254911347224407,0.118,0.086,0.684086340676945,"COPD","GDI1"
"LYL1",2.53121134698658e-05,0.334743945177308,0.135,0.101,0.686464517302761,"COPD","LYL1"
"TGIF1",2.71852928251036e-05,0.239870597391154,0.292,0.243,0.73726514141681,"COPD","TGIF1"
"PDCD6",2.81349739246069e-05,0.239628355289551,0.219,0.175,0.763020492835338,"COPD","PDCD6"
"CD151",2.83597507737724e-05,0.276182886530749,0.165,0.127,0.769116440984706,"COPD","CD151"
"TUFM",2.842315134716e-05,0.257918698795153,0.255,0.21,0.77083586453498,"COPD","TUFM"
"PDCD10",2.8473198891487e-05,0.271354211542286,0.192,0.151,0.772193153937127,"COPD","PDCD10"
"VPS28",2.87289253380246e-05,0.242013504859914,0.299,0.252,0.779128455167228,"COPD","VPS28"
"CUTA",2.87650894505541e-05,0.286752961034698,0.268,0.221,0.780109225899028,"COPD","CUTA"
"TMEM14B",2.89150074224654e-05,0.245020560212903,0.22,0.177,0.784175001297261,"COPD","TMEM14B"
"LYAR",2.95032317848364e-05,0.287763474727415,0.146,0.111,0.800127646004764,"COPD","LYAR"
"PYCARD",2.97623782526735e-05,0.181672404520795,0.462,0.411,0.807155698212505,"COPD","PYCARD"
"LYSMD2",3.00880169136092e-05,0.301773685705202,0.103,0.073,0.815987018697081,"COPD","LYSMD2"
"PLEKHA3",3.06770420431569e-05,0.342841503384857,0.125,0.092,0.831961380210415,"COPD","PLEKHA3"
"FIS1",3.08419248352403e-05,0.22967080461576,0.283,0.235,0.836433001531716,"COPD","FIS1"
"CCT7",3.11261259091396e-05,0.35197637991336,0.136,0.103,0.844140534655867,"COPD","CCT7"
"PLEK",3.12131708394475e-05,0.222569497965932,0.436,0.397,0.846501193165815,"COPD","PLEK"
"TMEM141",3.17408129925029e-05,0.289530968375278,0.122,0.089,0.860810848356679,"COPD","TMEM141"
"PGP",3.19337633766133e-05,0.321104378498605,0.107,0.076,0.866043662773752,"COPD","PGP"
"ANAPC11",3.33097765683733e-05,0.220149180287911,0.307,0.258,0.903361140534283,"COPD","ANAPC11"
"PSMG2",3.38806131343026e-05,0.188609423780634,0.22,0.176,0.918842228202287,"COPD","PSMG2"
"ARPC4",3.40742617447813e-05,0.17800931443482,0.475,0.419,0.924093978518468,"COPD","ARPC4"
"SOCS3",3.45423953451127e-05,0.14373337281721,0.539,0.485,0.936789761759455,"COPD","SOCS3"
"TALDO1",3.48719845972719e-05,0.171503442069003,0.475,0.419,0.945728222278014,"COPD","TALDO1"
"CCRL2",3.51615135465215e-05,0.360160652512239,0.127,0.094,0.953580247381664,"COPD","CCRL2"
"RPS6KA3",3.59142483304043e-05,0.127351017324574,0.326,0.27,0.973994414720564,"COPD","RPS6KA3"
"STX4",3.6159207356536e-05,0.285629290158726,0.19,0.149,0.980637703509255,"COPD","STX4"
"ATP6V1D",3.62572116862984e-05,0.268605937776484,0.155,0.118,0.983295580932413,"COPD","ATP6V1D"
"RAB5A",3.67666046589307e-05,0.16099956644468,0.278,0.227,0.9971103183502,"COPD","RAB5A"
"GTF2A2",3.69428380466041e-05,0.325959801274682,0.203,0.163,1,"COPD","GTF2A2"
"MZT2B",3.82754013203536e-05,0.230935375099457,0.276,0.229,1,"COPD","MZT2B"
"FBXO9",3.83949760866785e-05,0.277048149170377,0.109,0.078,1,"COPD","FBXO9"
"POLR2K",3.84939465344253e-05,0.364350655128826,0.157,0.122,1,"COPD","POLR2K"
"PUF60",3.90080445398551e-05,0.292978130489814,0.154,0.118,1,"COPD","PUF60"
"EMD",3.93715609744474e-05,0.242340485158745,0.161,0.124,1,"COPD","EMD"
"JTB",3.94524360904518e-05,0.158093898189009,0.349,0.297,1,"COPD","JTB"
"THEMIS2",3.9521419754547e-05,0.172488402859099,0.411,0.357,1,"COPD","THEMIS2"
