"","celltype","accession","counts"
"2968","Stromal","GSM5282547",2
"2969","Airway Epithelial","GSM5282548",0
"2970","AT1","GSM5282548",3
"2971","AT2","GSM5282548",1
"2972","Basal","GSM5282548",0
"2973","Ciliated","GSM5282548",1
"2974","DC","GSM5282548",5
"2975","Endothelial","GSM5282548",21
"2976","Fibroblast","GSM5282548",2
"2977","Macrophages","GSM5282548",3
"2978","Monocytes","GSM5282548",6
"2979","NK+T","GSM5282548",23
"2980","Plasma+B","GSM5282548",4
"2981","Secretory","GSM5282548",0
"2982","Stromal","GSM5282548",0
"2983","Airway Epithelial","GSM5501481",0
"2984","AT1","GSM5501481",9
"2985","AT2","GSM5501481",4
"2986","Basal","GSM5501481",0
"2987","Ciliated","GSM5501481",1
"2988","DC","GSM5501481",8
"2989","Endothelial","GSM5501481",18
"2990","Fibroblast","GSM5501481",0
"2991","Macrophages","GSM5501481",34
"2992","Monocytes","GSM5501481",0
"2993","NK+T","GSM5501481",39
"2994","Plasma+B","GSM5501481",2
"2995","Secretory","GSM5501481",0
"2996","Stromal","GSM5501481",4
"2997","Airway Epithelial","GSM5501482",0
"2998","AT1","GSM5501482",0
"2999","AT2","GSM5501482",2
"3000","Basal","GSM5501482",0
"3001","Ciliated","GSM5501482",0
"3002","DC","GSM5501482",0
"3003","Endothelial","GSM5501482",3
"3004","Fibroblast","GSM5501482",0
"3005","Macrophages","GSM5501482",1
"3006","Monocytes","GSM5501482",2
"3007","NK+T","GSM5501482",0
"3008","Plasma+B","GSM5501482",0
"3009","Secretory","GSM5501482",14
"3010","Stromal","GSM5501482",0
"3011","Airway Epithelial","GSM5870246",0
"3012","AT1","GSM5870246",0
"3013","AT2","GSM5870246",2
"3014","Basal","GSM5870246",0
"3015","Ciliated","GSM5870246",1
"3016","DC","GSM5870246",12
"3017","Endothelial","GSM5870246",0
"3018","Fibroblast","GSM5870246",0
"3019","Macrophages","GSM5870246",52
"3020","Monocytes","GSM5870246",12
"3021","NK+T","GSM5870246",0
"3022","Plasma+B","GSM5870246",1
"3023","Secretory","GSM5870246",1
"3024","Stromal","GSM5870246",0
"3025","Airway Epithelial","GSM5870247",0
"3026","AT1","GSM5870247",0
"3027","AT2","GSM5870247",0
"3028","Basal","GSM5870247",0
"3029","Ciliated","GSM5870247",1
"3030","DC","GSM5870247",2
"3031","Endothelial","GSM5870247",0
"3032","Fibroblast","GSM5870247",0
"3033","Macrophages","GSM5870247",0
"3034","Monocytes","GSM5870247",2
"3035","NK+T","GSM5870247",6
"3036","Plasma+B","GSM5870247",0
"3037","Secretory","GSM5870247",0
"3038","Stromal","GSM5870247",0
"3039","Airway Epithelial","GSM5870248",0
"3040","AT1","GSM5870248",3
"3041","AT2","GSM5870248",3
"3042","Basal","GSM5870248",0
"3043","Ciliated","GSM5870248",1
"3044","DC","GSM5870248",14
"3045","Endothelial","GSM5870248",15
"3046","Fibroblast","GSM5870248",1
"3047","Macrophages","GSM5870248",8
"3048","Monocytes","GSM5870248",11
"3049","NK+T","GSM5870248",32
"3050","Plasma+B","GSM5870248",13
"3051","Secretory","GSM5870248",2
"3052","Stromal","GSM5870248",1
"3053","Airway Epithelial","GSM5870249",0
"3054","AT1","GSM5870249",0
"3055","AT2","GSM5870249",0
"3056","Basal","GSM5870249",0
"3057","Ciliated","GSM5870249",0
"3058","DC","GSM5870249",4
"3059","Endothelial","GSM5870249",4
"3060","Fibroblast","GSM5870249",0
"3061","Macrophages","GSM5870249",1
"3062","Monocytes","GSM5870249",1
"3063","NK+T","GSM5870249",10
"3064","Plasma+B","GSM5870249",1
"3065","Secretory","GSM5870249",0
"3066","Stromal","GSM5870249",0
"3067","Airway Epithelial","GSM5870251",0
"3068","AT1","GSM5870251",1
"3069","AT2","GSM5870251",2
"3070","Basal","GSM5870251",0
"3071","Ciliated","GSM5870251",0
"3072","DC","GSM5870251",2
"3073","Endothelial","GSM5870251",3
"3074","Fibroblast","GSM5870251",1
"3075","Macrophages","GSM5870251",1
"3076","Monocytes","GSM5870251",1
"3077","NK+T","GSM5870251",16
"3078","Plasma+B","GSM5870251",8
"3079","Secretory","GSM5870251",2
"3080","Stromal","GSM5870251",1
"3081","Airway Epithelial","GSM5870252",0
"3082","AT1","GSM5870252",1
"3083","AT2","GSM5870252",1
"3084","Basal","GSM5870252",0
"3085","Ciliated","GSM5870252",1
"3086","DC","GSM5870252",0
"3087","Endothelial","GSM5870252",2
"3088","Fibroblast","GSM5870252",0
"3089","Macrophages","GSM5870252",3
"3090","Monocytes","GSM5870252",1
"3091","NK+T","GSM5870252",7
"3092","Plasma+B","GSM5870252",0
"3093","Secretory","GSM5870252",0
"3094","Stromal","GSM5870252",2
"3095","Airway Epithelial","GSM5870253",0
"3096","AT1","GSM5870253",0
"3097","AT2","GSM5870253",0
"3098","Basal","GSM5870253",0
"3099","Ciliated","GSM5870253",3
"3100","DC","GSM5870253",4
"3101","Endothelial","GSM5870253",8
"3102","Fibroblast","GSM5870253",1
"3103","Macrophages","GSM5870253",0
"3104","Monocytes","GSM5870253",9
"3105","NK+T","GSM5870253",16
"3106","Plasma+B","GSM5870253",6
"3107","Secretory","GSM5870253",1
"3108","Stromal","GSM5870253",0
"3109","Airway Epithelial","GSM5870254",0
"3110","AT1","GSM5870254",0
"3111","AT2","GSM5870254",0
"3112","Basal","GSM5870254",0
"3113","Ciliated","GSM5870254",0
"3114","DC","GSM5870254",4
"3115","Endothelial","GSM5870254",1
"3116","Fibroblast","GSM5870254",0
"3117","Macrophages","GSM5870254",10
"3118","Monocytes","GSM5870254",1
"3119","NK+T","GSM5870254",2
"3120","Plasma+B","GSM5870254",3
"3121","Secretory","GSM5870254",3
"3122","Stromal","GSM5870254",0
"3123","Airway Epithelial","GSM5870255",0
"3124","AT1","GSM5870255",0
"3125","AT2","GSM5870255",1
"3126","Basal","GSM5870255",0
"3127","Ciliated","GSM5870255",0
"3128","DC","GSM5870255",3
"3129","Endothelial","GSM5870255",1
"3130","Fibroblast","GSM5870255",0
"3131","Macrophages","GSM5870255",2
"3132","Monocytes","GSM5870255",2
"3133","NK+T","GSM5870255",26
"3134","Plasma+B","GSM5870255",10
"3135","Secretory","GSM5870255",0
"3136","Stromal","GSM5870255",0
"3137","Airway Epithelial","GSM5870257",0
"3138","AT1","GSM5870257",1
"3139","AT2","GSM5870257",1
"3140","Basal","GSM5870257",0
"3141","Ciliated","GSM5870257",0
"3142","DC","GSM5870257",1
"3143","Endothelial","GSM5870257",1
"3144","Fibroblast","GSM5870257",0
"3145","Macrophages","GSM5870257",4
"3146","Monocytes","GSM5870257",1
"3147","NK+T","GSM5870257",14
"3148","Plasma+B","GSM5870257",0
"3149","Secretory","GSM5870257",2
"3150","Stromal","GSM5870257",0
"3151","Airway Epithelial","GSM5873135",4
"3152","AT1","GSM5873135",11
"3153","AT2","GSM5873135",0
"3154","Basal","GSM5873135",17
"3155","Ciliated","GSM5873135",13
"3156","DC","GSM5873135",25
"3157","Endothelial","GSM5873135",9
"3158","Fibroblast","GSM5873135",1
"3159","Macrophages","GSM5873135",50
"3160","Monocytes","GSM5873135",15
"3161","NK+T","GSM5873135",3
"3162","Plasma+B","GSM5873135",1
"3163","Secretory","GSM5873135",122
"3164","Stromal","GSM5873135",1
"3165","Airway Epithelial","GSM5873136",1
"3166","AT1","GSM5873136",0
"3167","AT2","GSM5873136",6
"3168","Basal","GSM5873136",0
"3169","Ciliated","GSM5873136",0
"3170","DC","GSM5873136",29
"3171","Endothelial","GSM5873136",1
"3172","Fibroblast","GSM5873136",0
"3173","Macrophages","GSM5873136",42
"3174","Monocytes","GSM5873136",45
"3175","NK+T","GSM5873136",5
"3176","Plasma+B","GSM5873136",3
"3177","Secretory","GSM5873136",0
"3178","Stromal","GSM5873136",13
"3179","Airway Epithelial","GSM5873137",11
"3180","AT1","GSM5873137",6
"3181","AT2","GSM5873137",29
"3182","Basal","GSM5873137",1
"3183","Ciliated","GSM5873137",1
"3184","DC","GSM5873137",52
"3185","Endothelial","GSM5873137",11
"3186","Fibroblast","GSM5873137",19
"3187","Macrophages","GSM5873137",111
"3188","Monocytes","GSM5873137",51
"3189","NK+T","GSM5873137",24
"3190","Plasma+B","GSM5873137",52
"3191","Secretory","GSM5873137",48
"3192","Stromal","GSM5873137",2
"3193","Airway Epithelial","GSM5873138",11
"3194","AT1","GSM5873138",3
"3195","AT2","GSM5873138",0
"3196","Basal","GSM5873138",0
"3197","Ciliated","GSM5873138",8
"3198","DC","GSM5873138",0
"3199","Endothelial","GSM5873138",0
"3200","Fibroblast","GSM5873138",0
"3201","Macrophages","GSM5873138",33
"3202","Monocytes","GSM5873138",4
"3203","NK+T","GSM5873138",1
"3204","Plasma+B","GSM5873138",0
"3205","Secretory","GSM5873138",0
"3206","Stromal","GSM5873138",0
"3207","Airway Epithelial","GSM5873139",0
"3208","AT1","GSM5873139",6
"3209","AT2","GSM5873139",30
"3210","Basal","GSM5873139",0
"3211","Ciliated","GSM5873139",6
"3212","DC","GSM5873139",3
"3213","Endothelial","GSM5873139",61
"3214","Fibroblast","GSM5873139",3
"3215","Macrophages","GSM5873139",2
"3216","Monocytes","GSM5873139",3
"3217","NK+T","GSM5873139",2
"3218","Plasma+B","GSM5873139",1
"3219","Secretory","GSM5873139",2
"3220","Stromal","GSM5873139",0
"3221","Airway Epithelial","GSM5873140",2
"3222","AT1","GSM5873140",1
"3223","AT2","GSM5873140",5
"3224","Basal","GSM5873140",90
"3225","Ciliated","GSM5873140",4
"3226","DC","GSM5873140",6
"3227","Endothelial","GSM5873140",159
"3228","Fibroblast","GSM5873140",30
"3229","Macrophages","GSM5873140",19
"3230","Monocytes","GSM5873140",2
"3231","NK+T","GSM5873140",41
"3232","Plasma+B","GSM5873140",17
"3233","Secretory","GSM5873140",9
"3234","Stromal","GSM5873140",112
"3235","Airway Epithelial","GSM5873141",3
"3236","AT1","GSM5873141",5
"3237","AT2","GSM5873141",12
"3238","Basal","GSM5873141",0
"3239","Ciliated","GSM5873141",59
"3240","DC","GSM5873141",11
"3241","Endothelial","GSM5873141",39
"3242","Fibroblast","GSM5873141",12
"3243","Macrophages","GSM5873141",7
"3244","Monocytes","GSM5873141",10
"3245","NK+T","GSM5873141",20
"3246","Plasma+B","GSM5873141",28
"3247","Secretory","GSM5873141",27
"3248","Stromal","GSM5873141",1
"3249","Airway Epithelial","GSM5873142",62
"3250","AT1","GSM5873142",30
"3251","AT2","GSM5873142",382
"3252","Basal","GSM5873142",11
"3253","Ciliated","GSM5873142",220
"3254","DC","GSM5873142",49
"3255","Endothelial","GSM5873142",53
"3256","Fibroblast","GSM5873142",5
"3257","Macrophages","GSM5873142",305
"3258","Monocytes","GSM5873142",126
"3259","NK+T","GSM5873142",136
"3260","Plasma+B","GSM5873142",27
"3261","Secretory","GSM5873142",950
"3262","Stromal","GSM5873142",104
"3263","Airway Epithelial","GSM5873143",20
"3264","AT1","GSM5873143",36
"3265","AT2","GSM5873143",33
"3266","Basal","GSM5873143",59
"3267","Ciliated","GSM5873143",53
"3268","DC","GSM5873143",7
"3269","Endothelial","GSM5873143",9
"3270","Fibroblast","GSM5873143",6
"3271","Macrophages","GSM5873143",9
"3272","Monocytes","GSM5873143",10
"3273","NK+T","GSM5873143",5
"3274","Plasma+B","GSM5873143",14
"3275","Secretory","GSM5873143",15
"3276","Stromal","GSM5873143",4
"3277","Airway Epithelial","GSM5873144",0
"3278","AT1","GSM5873144",7
"3279","AT2","GSM5873144",0
"3280","Basal","GSM5873144",1
"3281","Ciliated","GSM5873144",0
"3282","DC","GSM5873144",3
"3283","Endothelial","GSM5873144",13
"3284","Fibroblast","GSM5873144",0
"3285","Macrophages","GSM5873144",2
"3286","Monocytes","GSM5873144",3
"3287","NK+T","GSM5873144",3
"3288","Plasma+B","GSM5873144",0
"3289","Secretory","GSM5873144",1
"3290","Stromal","GSM5873144",9
"3291","Airway Epithelial","GSM5873145",6
"3292","AT1","GSM5873145",26
"3293","AT2","GSM5873145",19
"3294","Basal","GSM5873145",6
"3295","Ciliated","GSM5873145",93
"3296","DC","GSM5873145",8
"3297","Endothelial","GSM5873145",30
"3298","Fibroblast","GSM5873145",4
"3299","Macrophages","GSM5873145",1
"3300","Monocytes","GSM5873145",6
"3301","NK+T","GSM5873145",12
"3302","Plasma+B","GSM5873145",4
"3303","Secretory","GSM5873145",35
"3304","Stromal","GSM5873145",6
"3305","Airway Epithelial","GSM5873146",0
"3306","AT1","GSM5873146",23
"3307","AT2","GSM5873146",16
"3308","Basal","GSM5873146",0
"3309","Ciliated","GSM5873146",6
"3310","DC","GSM5873146",6
"3311","Endothelial","GSM5873146",70
"3312","Fibroblast","GSM5873146",17
"3313","Macrophages","GSM5873146",4
"3314","Monocytes","GSM5873146",8
"3315","NK+T","GSM5873146",37
"3316","Plasma+B","GSM5873146",17
"3317","Secretory","GSM5873146",2
"3318","Stromal","GSM5873146",18
"3319","Airway Epithelial","GSM7103257",0
"3320","AT1","GSM7103257",0
"3321","AT2","GSM7103257",1
"3322","Basal","GSM7103257",0
"3323","Ciliated","GSM7103257",0
"3324","DC","GSM7103257",3
"3325","Endothelial","GSM7103257",1
"3326","Fibroblast","GSM7103257",0
"3327","Macrophages","GSM7103257",0
"3328","Monocytes","GSM7103257",1
"3329","NK+T","GSM7103257",0
"3330","Plasma+B","GSM7103257",0
"3331","Secretory","GSM7103257",1
"3332","Stromal","GSM7103257",0
"3333","Airway Epithelial","GSM7103264",0
"3334","AT1","GSM7103264",1
"3335","AT2","GSM7103264",7
"3336","Basal","GSM7103264",0
"3337","Ciliated","GSM7103264",1
"3338","DC","GSM7103264",2
"3339","Endothelial","GSM7103264",0
"3340","Fibroblast","GSM7103264",2
"3341","Macrophages","GSM7103264",1
"3342","Monocytes","GSM7103264",0
"3343","NK+T","GSM7103264",0
"3344","Plasma+B","GSM7103264",1
"3345","Secretory","GSM7103264",4
"3346","Stromal","GSM7103264",0
"3347","Airway Epithelial","GSM7103271",0
"3348","AT1","GSM7103271",0
"3349","AT2","GSM7103271",0
"3350","Basal","GSM7103271",0
"3351","Ciliated","GSM7103271",0
"3352","DC","GSM7103271",1
"3353","Endothelial","GSM7103271",0
"3354","Fibroblast","GSM7103271",0
"3355","Macrophages","GSM7103271",5
"3356","Monocytes","GSM7103271",0
"3357","NK+T","GSM7103271",0
"3358","Plasma+B","GSM7103271",0
"3359","Secretory","GSM7103271",1
"3360","Stromal","GSM7103271",0
"3361","Airway Epithelial","GSM7103275",1
"3362","AT1","GSM7103275",4
"3363","AT2","GSM7103275",2
"3364","Basal","GSM7103275",0
"3365","Ciliated","GSM7103275",4
"3366","DC","GSM7103275",2
"3367","Endothelial","GSM7103275",2
"3368","Fibroblast","GSM7103275",0
"3369","Macrophages","GSM7103275",0
"3370","Monocytes","GSM7103275",2
"3371","NK+T","GSM7103275",11
"3372","Plasma+B","GSM7103275",1
"3373","Secretory","GSM7103275",1
"3374","Stromal","GSM7103275",1
"3375","Airway Epithelial","GSM7103276",0
"3376","AT1","GSM7103276",3
"3377","AT2","GSM7103276",9
"3378","Basal","GSM7103276",1
"3379","Ciliated","GSM7103276",0
"3380","DC","GSM7103276",6
"3381","Endothelial","GSM7103276",12
"3382","Fibroblast","GSM7103276",1
"3383","Macrophages","GSM7103276",0
"3384","Monocytes","GSM7103276",9
"3385","NK+T","GSM7103276",16
"3386","Plasma+B","GSM7103276",3
"3387","Secretory","GSM7103276",5
"3388","Stromal","GSM7103276",2
"3389","Airway Epithelial","GSM7103277",0
"3390","AT1","GSM7103277",8
"3391","AT2","GSM7103277",9
"3392","Basal","GSM7103277",0
"3393","Ciliated","GSM7103277",2
"3394","DC","GSM7103277",1
"3395","Endothelial","GSM7103277",12
"3396","Fibroblast","GSM7103277",1
"3397","Macrophages","GSM7103277",5
"3398","Monocytes","GSM7103277",3
"3399","NK+T","GSM7103277",13
"3400","Plasma+B","GSM7103277",0
"3401","Secretory","GSM7103277",1
"3402","Stromal","GSM7103277",5
"3403","Airway Epithelial","GSM7103278",0
"3404","AT1","GSM7103278",2
"3405","AT2","GSM7103278",4
"3406","Basal","GSM7103278",0
"3407","Ciliated","GSM7103278",1
"3408","DC","GSM7103278",0
"3409","Endothelial","GSM7103278",18
"3410","Fibroblast","GSM7103278",0
"3411","Macrophages","GSM7103278",2
"3412","Monocytes","GSM7103278",0
"3413","NK+T","GSM7103278",13
"3414","Plasma+B","GSM7103278",2
"3415","Secretory","GSM7103278",1
"3416","Stromal","GSM7103278",0
"3417","Airway Epithelial","GSM7103279",1
"3418","AT1","GSM7103279",5
"3419","AT2","GSM7103279",5
"3420","Basal","GSM7103279",0
"3421","Ciliated","GSM7103279",4
"3422","DC","GSM7103279",1
"3423","Endothelial","GSM7103279",27
"3424","Fibroblast","GSM7103279",3
"3425","Macrophages","GSM7103279",10
"3426","Monocytes","GSM7103279",3
"3427","NK+T","GSM7103279",1
"3428","Plasma+B","GSM7103279",0
"3429","Secretory","GSM7103279",17
"3430","Stromal","GSM7103279",3
"3431","Airway Epithelial","GSM7103280",0
"3432","AT1","GSM7103280",7
"3433","AT2","GSM7103280",5
"3434","Basal","GSM7103280",0
"3435","Ciliated","GSM7103280",1
"3436","DC","GSM7103280",1
"3437","Endothelial","GSM7103280",35
"3438","Fibroblast","GSM7103280",4
"3439","Macrophages","GSM7103280",5
"3440","Monocytes","GSM7103280",1
"3441","NK+T","GSM7103280",3
"3442","Plasma+B","GSM7103280",0
"3443","Secretory","GSM7103280",10
"3444","Stromal","GSM7103280",0
"3445","Airway Epithelial","GSM7103281",0
"3446","AT1","GSM7103281",0
"3447","AT2","GSM7103281",1
"3448","Basal","GSM7103281",0
"3449","Ciliated","GSM7103281",1
"3450","DC","GSM7103281",0
"3451","Endothelial","GSM7103281",1
"3452","Fibroblast","GSM7103281",0
"3453","Macrophages","GSM7103281",0
"3454","Monocytes","GSM7103281",0
"3455","NK+T","GSM7103281",0
"3456","Plasma+B","GSM7103281",0
"3457","Secretory","GSM7103281",7
"3458","Stromal","GSM7103281",0
"3459","Airway Epithelial","GSM7103282",0
"3460","AT1","GSM7103282",9
"3461","AT2","GSM7103282",28
"3462","Basal","GSM7103282",0
"3463","Ciliated","GSM7103282",15
"3464","DC","GSM7103282",1
"3465","Endothelial","GSM7103282",12
"3466","Fibroblast","GSM7103282",4
"3467","Macrophages","GSM7103282",10
"3468","Monocytes","GSM7103282",9
"3469","NK+T","GSM7103282",2
"3470","Plasma+B","GSM7103282",5
"3471","Secretory","GSM7103282",49
"3472","Stromal","GSM7103282",0
"3473","Airway Epithelial","GSM7103283",0
"3474","AT1","GSM7103283",0
"3475","AT2","GSM7103283",0
"3476","Basal","GSM7103283",0
"3477","Ciliated","GSM7103283",0
"3478","DC","GSM7103283",1
"3479","Endothelial","GSM7103283",0
"3480","Fibroblast","GSM7103283",0
"3481","Macrophages","GSM7103283",0
"3482","Monocytes","GSM7103283",1
"3483","NK+T","GSM7103283",7
"3484","Plasma+B","GSM7103283",0
"3485","Secretory","GSM7103283",1
"3486","Stromal","GSM7103283",0
"3487","Airway Epithelial","GSM7103295",0
"3488","AT1","GSM7103295",0
"3489","AT2","GSM7103295",3
"3490","Basal","GSM7103295",0
"3491","Ciliated","GSM7103295",0
"3492","DC","GSM7103295",0
"3493","Endothelial","GSM7103295",1
"3494","Fibroblast","GSM7103295",0
"3495","Macrophages","GSM7103295",0
"3496","Monocytes","GSM7103295",1
"3497","NK+T","GSM7103295",0
"3498","Plasma+B","GSM7103295",0
"3499","Secretory","GSM7103295",0
"3500","Stromal","GSM7103295",0
"3501","Airway Epithelial","GSM7103296",1
"3502","AT1","GSM7103296",0
"3503","AT2","GSM7103296",4
"3504","Basal","GSM7103296",0
"3505","Ciliated","GSM7103296",2
"3506","DC","GSM7103296",0
"3507","Endothelial","GSM7103296",2
"3508","Fibroblast","GSM7103296",0
"3509","Macrophages","GSM7103296",0
"3510","Monocytes","GSM7103296",4
"3511","NK+T","GSM7103296",0
"3512","Plasma+B","GSM7103296",0
"3513","Secretory","GSM7103296",0
"3514","Stromal","GSM7103296",0
"3515","Airway Epithelial","GSM7103297",0
"3516","AT1","GSM7103297",0
"3517","AT2","GSM7103297",0
"3518","Basal","GSM7103297",0
"3519","Ciliated","GSM7103297",0
"3520","DC","GSM7103297",1
"3521","Endothelial","GSM7103297",0
"3522","Fibroblast","GSM7103297",0
"3523","Macrophages","GSM7103297",1
"3524","Monocytes","GSM7103297",13
"3525","NK+T","GSM7103297",0
"3526","Plasma+B","GSM7103297",0
"3527","Secretory","GSM7103297",0
"3528","Stromal","GSM7103297",0
"3529","Airway Epithelial","GSM7103298",0
"3530","AT1","GSM7103298",0
"3531","AT2","GSM7103298",0
"3532","Basal","GSM7103298",0
"3533","Ciliated","GSM7103298",0
"3534","DC","GSM7103298",0
"3535","Endothelial","GSM7103298",0
"3536","Fibroblast","GSM7103298",0
"3537","Macrophages","GSM7103298",1
"3538","Monocytes","GSM7103298",1
"3539","NK+T","GSM7103298",0
"3540","Plasma+B","GSM7103298",0
"3541","Secretory","GSM7103298",0
"3542","Stromal","GSM7103298",0
"3543","Airway Epithelial","GSM7103305",0
"3544","AT1","GSM7103305",0
"3545","AT2","GSM7103305",0
"3546","Basal","GSM7103305",0
"3547","Ciliated","GSM7103305",1
"3548","DC","GSM7103305",7
"3549","Endothelial","GSM7103305",1
"3550","Fibroblast","GSM7103305",0
"3551","Macrophages","GSM7103305",6
"3552","Monocytes","GSM7103305",15
"3553","NK+T","GSM7103305",1
"3554","Plasma+B","GSM7103305",0
"3555","Secretory","GSM7103305",0
"3556","Stromal","GSM7103305",0
"3557","Airway Epithelial","GSM7103306",0
"3558","AT1","GSM7103306",0
"3559","AT2","GSM7103306",2
"3560","Basal","GSM7103306",0
"3561","Ciliated","GSM7103306",0
"3562","DC","GSM7103306",3
"3563","Endothelial","GSM7103306",0
"3564","Fibroblast","GSM7103306",0
"3565","Macrophages","GSM7103306",7
"3566","Monocytes","GSM7103306",1
"3567","NK+T","GSM7103306",2
"3568","Plasma+B","GSM7103306",0
"3569","Secretory","GSM7103306",4
"3570","Stromal","GSM7103306",0
"3571","Airway Epithelial","GSM7103307",0
"3572","AT1","GSM7103307",0
"3573","AT2","GSM7103307",1
"3574","Basal","GSM7103307",0
"3575","Ciliated","GSM7103307",0
"3576","DC","GSM7103307",2
"3577","Endothelial","GSM7103307",1
"3578","Fibroblast","GSM7103307",0
"3579","Macrophages","GSM7103307",4
"3580","Monocytes","GSM7103307",9
"3581","NK+T","GSM7103307",0
"3582","Plasma+B","GSM7103307",2
"3583","Secretory","GSM7103307",3
"3584","Stromal","GSM7103307",0
"3585","Airway Epithelial","GSM7103308",0
"3586","AT1","GSM7103308",0
"3587","AT2","GSM7103308",0
"3588","Basal","GSM7103308",0
"3589","Ciliated","GSM7103308",0
"3590","DC","GSM7103308",0
"3591","Endothelial","GSM7103308",2
"3592","Fibroblast","GSM7103308",0
"3593","Macrophages","GSM7103308",2
"3594","Monocytes","GSM7103308",5
"3595","NK+T","GSM7103308",0
"3596","Plasma+B","GSM7103308",0
"3597","Secretory","GSM7103308",0
"3598","Stromal","GSM7103308",1
"3599","Airway Epithelial","GSM7103313",0
"3600","AT1","GSM7103313",0
"3601","AT2","GSM7103313",0
"3602","Basal","GSM7103313",1
"3603","Ciliated","GSM7103313",7
"3604","DC","GSM7103313",3
"3605","Endothelial","GSM7103313",8
"3606","Fibroblast","GSM7103313",0
"3607","Macrophages","GSM7103313",1
"3608","Monocytes","GSM7103313",9
"3609","NK+T","GSM7103313",10
"3610","Plasma+B","GSM7103313",2
"3611","Secretory","GSM7103313",6
"3612","Stromal","GSM7103313",0
"3613","Airway Epithelial","GSM7103314",2
"3614","AT1","GSM7103314",7
"3615","AT2","GSM7103314",19
"3616","Basal","GSM7103314",0
"3617","Ciliated","GSM7103314",65
"3618","DC","GSM7103314",1
"3619","Endothelial","GSM7103314",20
"3620","Fibroblast","GSM7103314",3
"3621","Macrophages","GSM7103314",12
"3622","Monocytes","GSM7103314",5
"3623","NK+T","GSM7103314",0
"3624","Plasma+B","GSM7103314",1
"3625","Secretory","GSM7103314",76
"3626","Stromal","GSM7103314",3
"3627","Airway Epithelial","GSM7103315",4
"3628","AT1","GSM7103315",5
"3629","AT2","GSM7103315",7
"3630","Basal","GSM7103315",0
"3631","Ciliated","GSM7103315",5
"3632","DC","GSM7103315",3
"3633","Endothelial","GSM7103315",20
"3634","Fibroblast","GSM7103315",0
"3635","Macrophages","GSM7103315",4
"3636","Monocytes","GSM7103315",12
"3637","NK+T","GSM7103315",12
"3638","Plasma+B","GSM7103315",2
"3639","Secretory","GSM7103315",17
"3640","Stromal","GSM7103315",1
"3641","Airway Epithelial","GSM7103316",3
"3642","AT1","GSM7103316",20
"3643","AT2","GSM7103316",12
"3644","Basal","GSM7103316",0
"3645","Ciliated","GSM7103316",10
"3646","DC","GSM7103316",1
"3647","Endothelial","GSM7103316",42
"3648","Fibroblast","GSM7103316",3
"3649","Macrophages","GSM7103316",3
"3650","Monocytes","GSM7103316",5
"3651","NK+T","GSM7103316",2
"3652","Plasma+B","GSM7103316",0
"3653","Secretory","GSM7103316",36
"3654","Stromal","GSM7103316",1
"3655","Airway Epithelial","GSM7103317",0
"3656","AT1","GSM7103317",3
"3657","AT2","GSM7103317",12
"3658","Basal","GSM7103317",0
"3659","Ciliated","GSM7103317",5
"3660","DC","GSM7103317",1
"3661","Endothelial","GSM7103317",21
"3662","Fibroblast","GSM7103317",3
"3663","Macrophages","GSM7103317",10
"3664","Monocytes","GSM7103317",4
"3665","NK+T","GSM7103317",4
"3666","Plasma+B","GSM7103317",2
"3667","Secretory","GSM7103317",9
"3668","Stromal","GSM7103317",2
"3669","Airway Epithelial","GSM7103318",4
"3670","AT1","GSM7103318",2
"3671","AT2","GSM7103318",40
"3672","Basal","GSM7103318",0
"3673","Ciliated","GSM7103318",46
"3674","DC","GSM7103318",1
"3675","Endothelial","GSM7103318",17
"3676","Fibroblast","GSM7103318",11
"3677","Macrophages","GSM7103318",9
"3678","Monocytes","GSM7103318",7
"3679","NK+T","GSM7103318",1
"3680","Plasma+B","GSM7103318",1
"3681","Secretory","GSM7103318",31
"3682","Stromal","GSM7103318",2
"3683","Airway Epithelial","GSM7103319",3
"3684","AT1","GSM7103319",12
"3685","AT2","GSM7103319",10
"3686","Basal","GSM7103319",0
"3687","Ciliated","GSM7103319",21
"3688","DC","GSM7103319",3
"3689","Endothelial","GSM7103319",51
"3690","Fibroblast","GSM7103319",29
"3691","Macrophages","GSM7103319",5
"3692","Monocytes","GSM7103319",10
"3693","NK+T","GSM7103319",11
"3694","Plasma+B","GSM7103319",3
"3695","Secretory","GSM7103319",43
"3696","Stromal","GSM7103319",14
"3697","Airway Epithelial","GSM7103320",0
"3698","AT1","GSM7103320",7
"3699","AT2","GSM7103320",14
"3700","Basal","GSM7103320",0
"3701","Ciliated","GSM7103320",2
"3702","DC","GSM7103320",2
"3703","Endothelial","GSM7103320",4
"3704","Fibroblast","GSM7103320",1
"3705","Macrophages","GSM7103320",1
"3706","Monocytes","GSM7103320",3
"3707","NK+T","GSM7103320",9
"3708","Plasma+B","GSM7103320",0
"3709","Secretory","GSM7103320",3
"3710","Stromal","GSM7103320",2
"3711","Airway Epithelial","GSM7103327",0
"3712","AT1","GSM7103327",1
"3713","AT2","GSM7103327",0
"3714","Basal","GSM7103327",0
"3715","Ciliated","GSM7103327",0
"3716","DC","GSM7103327",0
"3717","Endothelial","GSM7103327",0
"3718","Fibroblast","GSM7103327",0
"3719","Macrophages","GSM7103327",0
"3720","Monocytes","GSM7103327",0
"3721","NK+T","GSM7103327",0
"3722","Plasma+B","GSM7103327",0
"3723","Secretory","GSM7103327",0
