"","param","celltype","counts"
"2883","GSM5133602","Macrophages",2
"2884","GSM5133603","Macrophages",12
"2885","GSM5133604","Macrophages",24
"2886","GSM5133605","Macrophages",0
"2887","GSM5133606","Macrophages",0
"2888","GSM5206782","Macrophages",3
"2889","GSM5206783","Macrophages",2
"2890","GSM5206784","Macrophages",3
"2891","GSM5226574","Macrophages",6
"2892","GSM5226575","Macrophages",5
"2893","GSM5226576","Macrophages",4
"2894","GSM5226577","Macrophages",2
"2895","GSM5226578","Macrophages",4
"2896","GSM5226579","Macrophages",2
"2897","GSM5226580","Macrophages",1
"2898","GSM5282537","Macrophages",10
"2899","GSM5282538","Macrophages",10
"2900","GSM5282539","Macrophages",3
"2901","GSM5282540","Macrophages",12
"2902","GSM5282541","Macrophages",1
"2903","GSM5282542","Macrophages",0
"2904","GSM5282543","Macrophages",0
"2905","GSM5282544","Macrophages",9
"2906","GSM5282545","Macrophages",23
"2907","GSM5282546","Macrophages",2
"2908","GSM5282547","Macrophages",0
"2909","GSM5282548","Macrophages",3
"2910","GSM5501481","Macrophages",34
"2911","GSM5501482","Macrophages",1
"2912","GSM5870246","Macrophages",52
"2913","GSM5870247","Macrophages",0
"2914","GSM5870248","Macrophages",8
"2915","GSM5870249","Macrophages",1
"2916","GSM5870251","Macrophages",1
"2917","GSM5870252","Macrophages",3
"2918","GSM5870253","Macrophages",0
"2919","GSM5870254","Macrophages",10
"2920","GSM5870255","Macrophages",2
"2921","GSM5870257","Macrophages",4
"2922","GSM5873135","Macrophages",50
"2923","GSM5873136","Macrophages",42
"2924","GSM5873137","Macrophages",111
"2925","GSM5873138","Macrophages",33
"2926","GSM5873139","Macrophages",2
"2927","GSM5873140","Macrophages",19
"2928","GSM5873141","Macrophages",7
"2929","GSM5873142","Macrophages",305
"2930","GSM5873143","Macrophages",9
"2931","GSM5873144","Macrophages",2
"2932","GSM5873145","Macrophages",1
"2933","GSM5873146","Macrophages",4
"2934","GSM7103257","Macrophages",0
"2935","GSM7103264","Macrophages",1
"2936","GSM7103271","Macrophages",5
"2937","GSM7103275","Macrophages",0
"2938","GSM7103276","Macrophages",0
"2939","GSM7103277","Macrophages",5
"2940","GSM7103278","Macrophages",2
"2941","GSM7103279","Macrophages",10
"2942","GSM7103280","Macrophages",5
"2943","GSM7103281","Macrophages",0
"2944","GSM7103282","Macrophages",10
"2945","GSM7103283","Macrophages",0
"2946","GSM7103295","Macrophages",0
"2947","GSM7103296","Macrophages",0
"2948","GSM7103297","Macrophages",1
"2949","GSM7103298","Macrophages",1
"2950","GSM7103305","Macrophages",6
"2951","GSM7103306","Macrophages",7
"2952","GSM7103307","Macrophages",4
"2953","GSM7103308","Macrophages",2
"2954","GSM7103313","Macrophages",1
"2955","GSM7103314","Macrophages",12
"2956","GSM7103315","Macrophages",4
"2957","GSM7103316","Macrophages",3
"2958","GSM7103317","Macrophages",10
"2959","GSM7103318","Macrophages",9
"2960","GSM7103319","Macrophages",5
"2961","GSM7103320","Macrophages",1
"2962","GSM7103327","Macrophages",0
"2963","GSM7103334","Macrophages",0
"2964","JVV9L8ng_LUNG","Macrophages",1
"2965","KJYDM1ng_LUNG","Macrophages",0
"2966","LungTranscriptome7119452_LUNG","Macrophages",0
"2967","LungTranscriptome7119453_LUNG","Macrophages",0
"2968","LungTranscriptome7135919_LUNG","Macrophages",1
"2969","LungTranscriptome7135920_LUNG","Macrophages",0
"2970","LungTranscriptome7185212_LUNG","Macrophages",6
"2971","LungTranscriptome7185213_LUNG","Macrophages",0
"2972","LungTranscriptome7239213_LUNG","Macrophages",0
"2973","LungTranscriptome7239217_LUNG","Macrophages",3
"2974","LungTranscriptome7239218_LUNG","Macrophages",3
"2975","LungTranscriptome7239219_LUNG","Macrophages",0
"2976","LungTranscriptome7239220_LUNG","Macrophages",2
"2977","medial_2_LUNG","Macrophages",0
"2978","medial_3_LUNG","Macrophages",0
"2979","muc10380","Macrophages",3
"2980","muc3843","Macrophages",1
"2981","muc4658","Macrophages",6
"2982","muc4659","Macrophages",1
"2983","muc5103","Macrophages",0
"2984","muc5105","Macrophages",5
"2985","muc5212","Macrophages",0
"2986","muc5213","Macrophages",2
"2987","muc9832","Macrophages",0
"2988","muc9833","Macrophages",6
"2989","ODGS1Mng_LUNG","Macrophages",0
"2990","P1_2_LUNG","Macrophages",4
"2991","P1_3_LUNG","Macrophages",2
"2992","P1_4_LUNG","Macrophages",6
"2993","P2_1_LUNG","Macrophages",2
"2994","P2_2_LUNG","Macrophages",2
"2995","P2_3_LUNG","Macrophages",0
"2996","P2_4_LUNG","Macrophages",2
"2997","P2_5_LUNG","Macrophages",6
"2998","P2_6_LUNG","Macrophages",0
"2999","P2_7_LUNG","Macrophages",0
"3000","P2_8_LUNG","Macrophages",7
"3001","P3_2_LUNG","Macrophages",0
"3002","P3_3_LUNG","Macrophages",1
"3003","P3_4_LUNG","Macrophages",4
"3004","P3_5_LUNG","Macrophages",9
"3005","P3_6_LUNG","Macrophages",7
"3006","P3_7_LUNG","Macrophages",0
"3007","p46c_LUNG","Macrophages",0
"3008","p47c_LUNG","Macrophages",0
"3009","p50c_LUNG","Macrophages",0
"3010","p51c_LUNG","Macrophages",0
"3011","proximal_3_LUNG","Macrophages",0
"3012","QZY9VQng_LUNG","Macrophages",1
"3013","RU675_N","Macrophages",3
"3014","RU682_N","Macrophages",5
"3015","RU684_N","Macrophages",0
"3016","RU685_N","Macrophages",0
"3017","S4ECX8ng_LUNG","Macrophages",1
"3018","sample10","Macrophages",0
"3019","sample11","Macrophages",0
"3020","sample4","Macrophages",0
"3021","sample8","Macrophages",0
"3022","sample9","Macrophages",0
"3023","SHMI57ng_LUNG","Macrophages",1
"3024","Travaglini_Krasnow_2020_distal 1a","Macrophages",0
"3025","Travaglini_Krasnow_2020_distal 1b","Macrophages",0
"3026","Travaglini_Krasnow_2020_distal 2","Macrophages",0
"3027","Travaglini_Krasnow_2020_distal 3","Macrophages",0
"3028","Travaglini_Krasnow_2020_medial 2","Macrophages",0
"3029","Travaglini_Krasnow_2020_medial 3","Macrophages",0
"3030","Travaglini_Krasnow_2020_proximal 3","Macrophages",0
"3031","Vieira_Teichmann_2019_Dropseq_1","Macrophages",0
"3032","Vieira_Teichmann_2019_Dropseq_2","Macrophages",4
"3033","ZM3KACng_LUNG","Macrophages",0
"3034","101CV0ng_LUNG","Monocytes",0
"3035","16E0F2ng_LUNG","Monocytes",0
"3036","1A1DFBng_LUNG","Monocytes",0
"3037","343B_0h","Monocytes",0
"3038","343B_24h","Monocytes",3
"3039","343B_72h","Monocytes",1
"3040","356C_0h","Monocytes",3
"3041","356C_12h","Monocytes",2
"3042","356C_24h","Monocytes",5
"3043","356C_72h","Monocytes",6
"3044","367C_0h","Monocytes",1
"3045","367C_12h","Monocytes",4
"3046","367C_24h","Monocytes",0
"3047","367C_72h","Monocytes",2
"3048","368C_0h","Monocytes",0
"3049","368C_12h","Monocytes",2
"3050","368C_24h","Monocytes",2
"3051","368C_72h","Monocytes",2
"3052","390C_0h","Monocytes",2
"3053","390C_12h","Monocytes",0
"3054","390C_24h","Monocytes",0
"3055","390C_72h","Monocytes",4
"3056","4951STDY7472265_LUNG","Monocytes",0
"3057","4951STDY7472266_LUNG","Monocytes",0
"3058","4951STDY7472267_LUNG","Monocytes",0
"3059","4951STDY7487591_LUNG","Monocytes",0
"3060","4951STDY7487592_LUNG","Monocytes",0
"3061","4951STDY7487593_LUNG","Monocytes",0
"3062","9JQK55ng_LUNG","Monocytes",0
"3063","A9LCTZng_LUNG","Monocytes",0
"3064","AdultLung_1","Monocytes",7
"3065","AdultLung_2","Monocytes",0
"3066","AdultLung_3","Monocytes",0
"3067","CTTV027_RNAseq6949176_LUNG","Monocytes",0
"3068","CTTV027_RNAseq6949177_LUNG","Monocytes",0
"3069","CTTV027_RNAseq7118945_LUNG","Monocytes",0
"3070","CTTV027_RNAseq7118946_LUNG","Monocytes",0
"3071","CTTV027_RNAseq7333557_LUNG","Monocytes",0
"3072","D088_LUNG","Monocytes",1
"3073","D122_LUNG","Monocytes",0
"3074","D150_LUNG","Monocytes",0
"3075","D175_LUNG","Monocytes",1
"3076","D231_LUNG","Monocytes",0
"3077","distal_1a_LUNG","Monocytes",0
"3078","distal_1b_LUNG","Monocytes",0
"3079","distal_2_LUNG","Monocytes",0
"3080","distal_3_LUNG","Monocytes",0
"3081","ERR8048258","Monocytes",0
"3082","ERR8048273","Monocytes",0
"3083","ERR8048274","Monocytes",0
"3084","FetalLung_1","Monocytes",0
"3085","FetalLung_2","Monocytes",0
"3086","Fib_Atlas","Monocytes",0
"3087","GSM3425686","Monocytes",7
"3088","GSM3425687","Monocytes",0
"3089","GSM3425692","Monocytes",13
"3090","GSM3425693","Monocytes",2
"3091","GSM3489182","Monocytes",1
"3092","GSM3489185","Monocytes",0
"3093","GSM3489187","Monocytes",1
"3094","GSM3489189","Monocytes",0
"3095","GSM3489191","Monocytes",0
"3096","GSM3489193","Monocytes",6
"3097","GSM3489195","Monocytes",6
"3098","GSM3489197","Monocytes",6
"3099","GSM3589406","Monocytes",0
"3100","GSM3589407","Monocytes",1
"3101","GSM3891620","Monocytes",0
"3102","GSM3891621","Monocytes",3
"3103","GSM3891622","Monocytes",0
"3104","GSM3891623","Monocytes",11
"3105","GSM3891624","Monocytes",0
"3106","GSM3891625","Monocytes",25
"3107","GSM3891632","Monocytes",0
"3108","GSM3891633","Monocytes",1
"3109","GSM3891634","Monocytes",0
"3110","GSM3891635","Monocytes",9
"3111","GSM3896324","Monocytes",0
"3112","GSM3896325","Monocytes",0
"3113","GSM3896326","Monocytes",0
"3114","GSM4008628","Monocytes",0
"3115","GSM4008629","Monocytes",0
"3116","GSM4008630","Monocytes",0
"3117","GSM4008631","Monocytes",0
"3118","GSM4008632","Monocytes",0
"3119","GSM4008633","Monocytes",0
"3120","GSM4037301","Monocytes",0
"3121","GSM4037302","Monocytes",2
"3122","GSM4037305","Monocytes",12
"3123","GSM4037306","Monocytes",2
"3124","GSM4037309","Monocytes",2
"3125","GSM4037313","Monocytes",5
"3126","GSM4037316","Monocytes",0
"3127","GSM4037323","Monocytes",0
"3128","GSM4037324","Monocytes",5
"3129","GSM4037325","Monocytes",6
"3130","GSM4058901","Monocytes",5
"3131","GSM4058904","Monocytes",52
"3132","GSM4058905","Monocytes",0
"3133","GSM4058907","Monocytes",2
"3134","GSM4058908","Monocytes",3
"3135","GSM4058909","Monocytes",14
"3136","GSM4058913","Monocytes",13
"3137","GSM4058914","Monocytes",20
"3138","GSM4058915","Monocytes",8
"3139","GSM4058916","Monocytes",5
"3140","GSM4058917","Monocytes",16
"3141","GSM4058918","Monocytes",2
"3142","GSM4058919","Monocytes",10
"3143","GSM4058920","Monocytes",0
"3144","GSM4058921","Monocytes",11
"3145","GSM4058922","Monocytes",4
"3146","GSM4058923","Monocytes",8
"3147","GSM4058924","Monocytes",2
"3148","GSM4058925","Monocytes",1
"3149","GSM4058926","Monocytes",0
"3150","GSM4058927","Monocytes",8
"3151","GSM4058928","Monocytes",6
"3152","GSM4058931","Monocytes",4
"3153","GSM4058932","Monocytes",5
"3154","GSM4058933","Monocytes",41
"3155","GSM4058934","Monocytes",8
"3156","GSM4058935","Monocytes",27
"3157","GSM4058936","Monocytes",3
"3158","GSM4058937","Monocytes",21
"3159","GSM4058938","Monocytes",14
"3160","GSM4058939","Monocytes",7
"3161","GSM4058940","Monocytes",32
"3162","GSM4058941","Monocytes",4
"3163","GSM4058942","Monocytes",4
"3164","GSM4058947","Monocytes",15
"3165","GSM4058949","Monocytes",10
"3166","GSM4058953","Monocytes",45
"3167","GSM4058956","Monocytes",29
"3168","GSM4058957","Monocytes",30
"3169","GSM4058962","Monocytes",16
"3170","GSM4058963","Monocytes",1
"3171","GSM4058971","Monocytes",16
"3172","GSM4058973","Monocytes",10
"3173","GSM4058975","Monocytes",12
"3174","GSM4058976","Monocytes",3
"3175","GSM4058977","Monocytes",14
"3176","GSM4065876","Monocytes",0
"3177","GSM4065877","Monocytes",0
"3178","GSM4065878","Monocytes",0
"3179","GSM4065879","Monocytes",0
"3180","GSM4143262","Monocytes",0
"3181","GSM4143263","Monocytes",0
"3182","GSM4143656","Monocytes",0
"3183","GSM4143658","Monocytes",0
"3184","GSM4143660","Monocytes",0
"3185","GSM4143662","Monocytes",0
"3186","GSM4143664","Monocytes",7
"3187","GSM4143666","Monocytes",11
"3188","GSM4321402","Monocytes",0
"3189","GSM4321403","Monocytes",0
"3190","GSM4321404","Monocytes",0
"3191","GSM4321405","Monocytes",0
"3192","GSM4544005","Monocytes",0
"3193","GSM4544006","Monocytes",0
"3194","GSM4544007","Monocytes",0
"3195","GSM4763859","Monocytes",0
"3196","GSM4763860","Monocytes",0
"3197","GSM4763861","Monocytes",0
"3198","GSM4763862","Monocytes",0
"3199","GSM4763863","Monocytes",0
"3200","GSM4816089","Monocytes",0
"3201","GSM4876617","Monocytes",0
"3202","GSM4876620","Monocytes",0
"3203","GSM5100998","Monocytes",7
"3204","GSM5100999","Monocytes",16
"3205","GSM5101000","Monocytes",9
"3206","GSM5133588","Monocytes",0
"3207","GSM5133589","Monocytes",2
"3208","GSM5133590","Monocytes",0
"3209","GSM5133591","Monocytes",0
"3210","GSM5133592","Monocytes",0
"3211","GSM5133593","Monocytes",0
"3212","GSM5133594","Monocytes",0
"3213","GSM5133595","Monocytes",1
"3214","GSM5133596","Monocytes",0
"3215","GSM5133597","Monocytes",0
"3216","GSM5133598","Monocytes",0
"3217","GSM5133599","Monocytes",0
"3218","GSM5133600","Monocytes",0
"3219","GSM5133601","Monocytes",0
"3220","GSM5133602","Monocytes",0
"3221","GSM5133603","Monocytes",0
"3222","GSM5133604","Monocytes",3
"3223","GSM5133605","Monocytes",0
"3224","GSM5133606","Monocytes",0
"3225","GSM5206782","Monocytes",1
"3226","GSM5206783","Monocytes",3
"3227","GSM5206784","Monocytes",1
"3228","GSM5226574","Monocytes",3
"3229","GSM5226575","Monocytes",0
"3230","GSM5226576","Monocytes",3
"3231","GSM5226577","Monocytes",1
"3232","GSM5226578","Monocytes",2
"3233","GSM5226579","Monocytes",3
"3234","GSM5226580","Monocytes",0
"3235","GSM5282537","Monocytes",29
"3236","GSM5282538","Monocytes",4
"3237","GSM5282539","Monocytes",8
"3238","GSM5282540","Monocytes",1
"3239","GSM5282541","Monocytes",29
"3240","GSM5282542","Monocytes",0
"3241","GSM5282543","Monocytes",0
"3242","GSM5282544","Monocytes",13
"3243","GSM5282545","Monocytes",21
"3244","GSM5282546","Monocytes",4
"3245","GSM5282547","Monocytes",4
"3246","GSM5282548","Monocytes",6
"3247","GSM5501481","Monocytes",0
"3248","GSM5501482","Monocytes",2
"3249","GSM5870246","Monocytes",12
"3250","GSM5870247","Monocytes",2
"3251","GSM5870248","Monocytes",11
"3252","GSM5870249","Monocytes",1
"3253","GSM5870251","Monocytes",1
"3254","GSM5870252","Monocytes",1
"3255","GSM5870253","Monocytes",9
"3256","GSM5870254","Monocytes",1
"3257","GSM5870255","Monocytes",2
"3258","GSM5870257","Monocytes",1
"3259","GSM5873135","Monocytes",15
"3260","GSM5873136","Monocytes",45
"3261","GSM5873137","Monocytes",51
"3262","GSM5873138","Monocytes",4
"3263","GSM5873139","Monocytes",3
"3264","GSM5873140","Monocytes",2
"3265","GSM5873141","Monocytes",10
"3266","GSM5873142","Monocytes",126
"3267","GSM5873143","Monocytes",10
"3268","GSM5873144","Monocytes",3
"3269","GSM5873145","Monocytes",6
"3270","GSM5873146","Monocytes",8
"3271","GSM7103257","Monocytes",1
"3272","GSM7103264","Monocytes",0
"3273","GSM7103271","Monocytes",0
"3274","GSM7103275","Monocytes",2
"3275","GSM7103276","Monocytes",9
"3276","GSM7103277","Monocytes",3
"3277","GSM7103278","Monocytes",0
"3278","GSM7103279","Monocytes",3
"3279","GSM7103280","Monocytes",1
"3280","GSM7103281","Monocytes",0
"3281","GSM7103282","Monocytes",9
"3282","GSM7103283","Monocytes",1
"3283","GSM7103295","Monocytes",1
"3284","GSM7103296","Monocytes",4
"3285","GSM7103297","Monocytes",13
"3286","GSM7103298","Monocytes",1
"3287","GSM7103305","Monocytes",15
"3288","GSM7103306","Monocytes",1
"3289","GSM7103307","Monocytes",9
"3290","GSM7103308","Monocytes",5
"3291","GSM7103313","Monocytes",9
"3292","GSM7103314","Monocytes",5
"3293","GSM7103315","Monocytes",12
"3294","GSM7103316","Monocytes",5
"3295","GSM7103317","Monocytes",4
"3296","GSM7103318","Monocytes",7
"3297","GSM7103319","Monocytes",10
"3298","GSM7103320","Monocytes",3
"3299","GSM7103327","Monocytes",0
"3300","GSM7103334","Monocytes",6
"3301","JVV9L8ng_LUNG","Monocytes",0
"3302","KJYDM1ng_LUNG","Monocytes",0
"3303","LungTranscriptome7119452_LUNG","Monocytes",2
"3304","LungTranscriptome7119453_LUNG","Monocytes",2
"3305","LungTranscriptome7135919_LUNG","Monocytes",7
"3306","LungTranscriptome7135920_LUNG","Monocytes",1
"3307","LungTranscriptome7185212_LUNG","Monocytes",1
"3308","LungTranscriptome7185213_LUNG","Monocytes",0
"3309","LungTranscriptome7239213_LUNG","Monocytes",0
"3310","LungTranscriptome7239217_LUNG","Monocytes",0
"3311","LungTranscriptome7239218_LUNG","Monocytes",2
"3312","LungTranscriptome7239219_LUNG","Monocytes",1
"3313","LungTranscriptome7239220_LUNG","Monocytes",1
"3314","medial_2_LUNG","Monocytes",0
"3315","medial_3_LUNG","Monocytes",0
"3316","muc10380","Monocytes",1
"3317","muc3843","Monocytes",2
"3318","muc4658","Monocytes",0
"3319","muc4659","Monocytes",0
"3320","muc5103","Monocytes",7
"3321","muc5105","Monocytes",0
"3322","muc5212","Monocytes",1
"3323","muc5213","Monocytes",3
"3324","muc9832","Monocytes",0
"3325","muc9833","Monocytes",1
"3326","ODGS1Mng_LUNG","Monocytes",0
"3327","P1_2_LUNG","Monocytes",0
"3328","P1_3_LUNG","Monocytes",1
"3329","P1_4_LUNG","Monocytes",0
"3330","P2_1_LUNG","Monocytes",2
"3331","P2_2_LUNG","Monocytes",4
"3332","P2_3_LUNG","Monocytes",1
"3333","P2_4_LUNG","Monocytes",0
"3334","P2_5_LUNG","Monocytes",0
"3335","P2_6_LUNG","Monocytes",0
"3336","P2_7_LUNG","Monocytes",0
"3337","P2_8_LUNG","Monocytes",0
"3338","P3_2_LUNG","Monocytes",3
"3339","P3_3_LUNG","Monocytes",0
"3340","P3_4_LUNG","Monocytes",0
"3341","P3_5_LUNG","Monocytes",0
"3342","P3_6_LUNG","Monocytes",0
"3343","P3_7_LUNG","Monocytes",4
"3344","p46c_LUNG","Monocytes",0
"3345","p47c_LUNG","Monocytes",0
"3346","p50c_LUNG","Monocytes",0
"3347","p51c_LUNG","Monocytes",0
"3348","proximal_3_LUNG","Monocytes",1
"3349","QZY9VQng_LUNG","Monocytes",0
"3350","RU675_N","Monocytes",1
"3351","RU682_N","Monocytes",3
"3352","RU684_N","Monocytes",1
"3353","RU685_N","Monocytes",7
"3354","S4ECX8ng_LUNG","Monocytes",1
"3355","sample10","Monocytes",0
"3356","sample11","Monocytes",0
"3357","sample4","Monocytes",0
"3358","sample8","Monocytes",0
"3359","sample9","Monocytes",0
"3360","SHMI57ng_LUNG","Monocytes",0
"3361","Travaglini_Krasnow_2020_distal 1a","Monocytes",0
"3362","Travaglini_Krasnow_2020_distal 1b","Monocytes",1
"3363","Travaglini_Krasnow_2020_distal 2","Monocytes",0
"3364","Travaglini_Krasnow_2020_distal 3","Monocytes",0
"3365","Travaglini_Krasnow_2020_medial 2","Monocytes",0
"3366","Travaglini_Krasnow_2020_medial 3","Monocytes",0
"3367","Travaglini_Krasnow_2020_proximal 3","Monocytes",0
"3368","Vieira_Teichmann_2019_Dropseq_1","Monocytes",1
"3369","Vieira_Teichmann_2019_Dropseq_2","Monocytes",0
"3370","ZM3KACng_LUNG","Monocytes",0
"3371","101CV0ng_LUNG","NK+T",0
"3372","16E0F2ng_LUNG","NK+T",0
"3373","1A1DFBng_LUNG","NK+T",0
"3374","343B_0h","NK+T",8
"3375","343B_24h","NK+T",5
"3376","343B_72h","NK+T",5
"3377","356C_0h","NK+T",10
"3378","356C_12h","NK+T",13
"3379","356C_24h","NK+T",11
"3380","356C_72h","NK+T",12
"3381","367C_0h","NK+T",14
"3382","367C_12h","NK+T",12
"3383","367C_24h","NK+T",5
"3384","367C_72h","NK+T",6
"3385","368C_0h","NK+T",2
"3386","368C_12h","NK+T",10
"3387","368C_24h","NK+T",0
"3388","368C_72h","NK+T",0
"3389","390C_0h","NK+T",17
"3390","390C_12h","NK+T",18
"3391","390C_24h","NK+T",12
"3392","390C_72h","NK+T",10
"3393","4951STDY7472265_LUNG","NK+T",0
"3394","4951STDY7472266_LUNG","NK+T",0
"3395","4951STDY7472267_LUNG","NK+T",0
"3396","4951STDY7487591_LUNG","NK+T",0
"3397","4951STDY7487592_LUNG","NK+T",0
"3398","4951STDY7487593_LUNG","NK+T",0
"3399","9JQK55ng_LUNG","NK+T",0
"3400","A9LCTZng_LUNG","NK+T",0
"3401","AdultLung_1","NK+T",0
"3402","AdultLung_2","NK+T",0
"3403","AdultLung_3","NK+T",5
"3404","CTTV027_RNAseq6949176_LUNG","NK+T",0
"3405","CTTV027_RNAseq6949177_LUNG","NK+T",0
"3406","CTTV027_RNAseq7118945_LUNG","NK+T",0
"3407","CTTV027_RNAseq7118946_LUNG","NK+T",0
"3408","CTTV027_RNAseq7333557_LUNG","NK+T",0
"3409","D088_LUNG","NK+T",1
"3410","D122_LUNG","NK+T",0
"3411","D150_LUNG","NK+T",0
"3412","D175_LUNG","NK+T",3
"3413","D231_LUNG","NK+T",1
"3414","distal_1a_LUNG","NK+T",1
"3415","distal_1b_LUNG","NK+T",0
"3416","distal_2_LUNG","NK+T",0
"3417","distal_3_LUNG","NK+T",1
"3418","ERR8048258","NK+T",0
"3419","ERR8048273","NK+T",0
"3420","ERR8048274","NK+T",0
"3421","FetalLung_1","NK+T",0
"3422","FetalLung_2","NK+T",0
"3423","Fib_Atlas","NK+T",0
"3424","GSM3425686","NK+T",26
"3425","GSM3425687","NK+T",22
"3426","GSM3425692","NK+T",54
"3427","GSM3425693","NK+T",37
"3428","GSM3489182","NK+T",1
"3429","GSM3489185","NK+T",0
"3430","GSM3489187","NK+T",0
"3431","GSM3489189","NK+T",0
"3432","GSM3489191","NK+T",0
"3433","GSM3489193","NK+T",1
"3434","GSM3489195","NK+T",0
"3435","GSM3489197","NK+T",1
"3436","GSM3589406","NK+T",13
"3437","GSM3589407","NK+T",13
"3438","GSM3891620","NK+T",0
"3439","GSM3891621","NK+T",0
"3440","GSM3891622","NK+T",0
"3441","GSM3891623","NK+T",7
"3442","GSM3891624","NK+T",0
"3443","GSM3891625","NK+T",13
"3444","GSM3891632","NK+T",0
"3445","GSM3891633","NK+T",1
"3446","GSM3891634","NK+T",0
"3447","GSM3891635","NK+T",3
"3448","GSM3896324","NK+T",0
"3449","GSM3896325","NK+T",0
"3450","GSM3896326","NK+T",1
"3451","GSM4008628","NK+T",0
"3452","GSM4008629","NK+T",0
"3453","GSM4008630","NK+T",0
"3454","GSM4008631","NK+T",0
"3455","GSM4008632","NK+T",0
"3456","GSM4008633","NK+T",0
"3457","GSM4037301","NK+T",3
"3458","GSM4037302","NK+T",10
"3459","GSM4037305","NK+T",27
"3460","GSM4037306","NK+T",0
"3461","GSM4037309","NK+T",8
"3462","GSM4037313","NK+T",3
"3463","GSM4037316","NK+T",1
"3464","GSM4037323","NK+T",0
"3465","GSM4037324","NK+T",0
"3466","GSM4037325","NK+T",9
"3467","GSM4058901","NK+T",3
"3468","GSM4058904","NK+T",11
"3469","GSM4058905","NK+T",0
"3470","GSM4058907","NK+T",14
"3471","GSM4058908","NK+T",0
"3472","GSM4058909","NK+T",5
"3473","GSM4058913","NK+T",20
"3474","GSM4058914","NK+T",35
"3475","GSM4058915","NK+T",0
"3476","GSM4058916","NK+T",2
"3477","GSM4058917","NK+T",48
"3478","GSM4058918","NK+T",0
"3479","GSM4058919","NK+T",2
"3480","GSM4058920","NK+T",0
"3481","GSM4058921","NK+T",6
"3482","GSM4058922","NK+T",3
"3483","GSM4058923","NK+T",0
"3484","GSM4058924","NK+T",6
"3485","GSM4058925","NK+T",0
"3486","GSM4058926","NK+T",0
"3487","GSM4058927","NK+T",0
"3488","GSM4058928","NK+T",5
"3489","GSM4058931","NK+T",15
"3490","GSM4058932","NK+T",3
"3491","GSM4058933","NK+T",60
"3492","GSM4058934","NK+T",23
"3493","GSM4058935","NK+T",15
"3494","GSM4058936","NK+T",3
"3495","GSM4058937","NK+T",10
"3496","GSM4058938","NK+T",6
"3497","GSM4058939","NK+T",13
"3498","GSM4058940","NK+T",14
"3499","GSM4058941","NK+T",5
"3500","GSM4058942","NK+T",1
"3501","GSM4058947","NK+T",3
"3502","GSM4058949","NK+T",15
"3503","GSM4058953","NK+T",49
"3504","GSM4058956","NK+T",26
"3505","GSM4058957","NK+T",26
"3506","GSM4058962","NK+T",41
"3507","GSM4058963","NK+T",1
"3508","GSM4058971","NK+T",30
"3509","GSM4058973","NK+T",2
"3510","GSM4058975","NK+T",8
"3511","GSM4058976","NK+T",5
"3512","GSM4058977","NK+T",17
"3513","GSM4065876","NK+T",0
"3514","GSM4065877","NK+T",0
"3515","GSM4065878","NK+T",0
"3516","GSM4065879","NK+T",0
"3517","GSM4143262","NK+T",1
"3518","GSM4143263","NK+T",0
"3519","GSM4143656","NK+T",11
"3520","GSM4143658","NK+T",13
"3521","GSM4143660","NK+T",57
"3522","GSM4143662","NK+T",2
"3523","GSM4143664","NK+T",30
"3524","GSM4143666","NK+T",42
"3525","GSM4321402","NK+T",0
"3526","GSM4321403","NK+T",0
"3527","GSM4321404","NK+T",0
"3528","GSM4321405","NK+T",0
"3529","GSM4544005","NK+T",0
"3530","GSM4544006","NK+T",0
"3531","GSM4544007","NK+T",0
"3532","GSM4763859","NK+T",0
"3533","GSM4763860","NK+T",0
"3534","GSM4763861","NK+T",0
"3535","GSM4763862","NK+T",0
"3536","GSM4763863","NK+T",0
"3537","GSM4816089","NK+T",103
"3538","GSM4876617","NK+T",0
"3539","GSM4876620","NK+T",0
"3540","GSM5100998","NK+T",48
"3541","GSM5100999","NK+T",47
"3542","GSM5101000","NK+T",38
"3543","GSM5133588","NK+T",6
"3544","GSM5133589","NK+T",13
"3545","GSM5133590","NK+T",9
"3546","GSM5133591","NK+T",4
"3547","GSM5133592","NK+T",0
"3548","GSM5133593","NK+T",0
"3549","GSM5133594","NK+T",0
"3550","GSM5133595","NK+T",0
"3551","GSM5133596","NK+T",0
"3552","GSM5133597","NK+T",0
"3553","GSM5133598","NK+T",0
"3554","GSM5133599","NK+T",0
"3555","GSM5133600","NK+T",0
"3556","GSM5133601","NK+T",0
"3557","GSM5133602","NK+T",0
"3558","GSM5133603","NK+T",1
"3559","GSM5133604","NK+T",5
"3560","GSM5133605","NK+T",0
"3561","GSM5133606","NK+T",0
"3562","GSM5206782","NK+T",3
"3563","GSM5206783","NK+T",1
"3564","GSM5206784","NK+T",2
"3565","GSM5226574","NK+T",17
"3566","GSM5226575","NK+T",2
"3567","GSM5226576","NK+T",11
"3568","GSM5226577","NK+T",9
"3569","GSM5226578","NK+T",6
"3570","GSM5226579","NK+T",0
"3571","GSM5226580","NK+T",2
"3572","GSM5282537","NK+T",122
"3573","GSM5282538","NK+T",17
"3574","GSM5282539","NK+T",29
"3575","GSM5282540","NK+T",18
"3576","GSM5282541","NK+T",45
"3577","GSM5282542","NK+T",24
"3578","GSM5282543","NK+T",4
"3579","GSM5282544","NK+T",45
"3580","GSM5282545","NK+T",59
"3581","GSM5282546","NK+T",26
