"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"KLF2",0.0123672332304754,0.399238889284835,0.27,0.118,1,"COPD","KLF2"
"LENG1",0.0123902692982573,1.19784496330811,0.157,0.049,1,"COPD","LENG1"
"DBP",0.0123902692982573,1.07352795987158,0.157,0.049,1,"COPD","DBP"
"FAM133B",0.0124189493961139,0.516767021983505,0.73,0.5,1,"COPD","FAM133B"
"HEATR6",0.0124383326136941,0.64761449732274,0.146,0.039,1,"COPD","HEATR6"
"KLF11",0.0124383326136941,0.544641555233768,0.146,0.039,1,"COPD","KLF11"
"PM20D2",0.0124423235443454,0.897923701561822,0.292,0.137,1,"COPD","PM20D2"
"SAR1B",0.0125063458954267,0.535417016758135,0.449,0.255,1,"COPD","SAR1B"
"ELP6",0.0125195951362891,0.529477357231065,0.281,0.118,1,"COPD","ELP6"
"ATP5PB",0.0125202464790108,0.640825791260939,0.573,0.353,1,"COPD","ATP5PB"
"STS",0.0125681350051178,1.11389046608753,0.157,0.049,1,"COPD","STS"
"FRY",0.0126037686381807,0.979102437768292,0.191,0.069,1,"COPD","FRY"
"OSTF1",0.0126302160747881,0.218285145184086,0.404,0.196,1,"COPD","OSTF1"
"SORL1",0.0126495825349979,0.252173759684676,0.449,0.235,1,"COPD","SORL1"
"PIK3R1",0.0126495825349979,0.200023742708011,0.449,0.235,1,"COPD","PIK3R1"
"SGCB",0.0126797374440083,0.591879558686307,0.303,0.147,1,"COPD","SGCB"
"EFNA4",0.0126970710771503,0.501019490258594,0.18,0.059,1,"COPD","EFNA4"
"GPATCH3",0.0126970710771503,0.398254485025632,0.18,0.059,1,"COPD","GPATCH3"
"PEX2",0.0127118788143269,0.687883516008548,0.315,0.157,1,"COPD","PEX2"
"ELOF1",0.012811201641977,0.628094857587717,0.382,0.196,1,"COPD","ELOF1"
"LMNB2",0.0128162920676148,0.532965666586498,0.146,0.039,1,"COPD","LMNB2"
"PTGR1",0.012858339000383,0.315942247604853,0.404,0.225,1,"COPD","PTGR1"
"COIL",0.0128838473769972,1.07446068135672,0.236,0.098,1,"COPD","COIL"
"DSP",0.0128935249703627,0.494729366686142,0.674,0.412,1,"COPD","DSP"
"POLR1D",0.0129520665305285,0.421561209473825,0.753,0.529,1,"COPD","POLR1D"
"SPINK5",0.0129553104133276,0.374961698889408,0.258,0.108,1,"COPD","SPINK5"
"PTRHD1",0.0129873072809355,0.367047914469164,0.438,0.245,1,"COPD","PTRHD1"
"SREK1",0.012995980977469,0.272671641600512,0.517,0.304,1,"COPD","SREK1"
"GYG1",0.0130051658260282,0.595980255901086,0.225,0.088,1,"COPD","GYG1"
"ATP6V1D",0.013029530759432,0.399712010681087,0.449,0.245,1,"COPD","ATP6V1D"
"LACC1",0.0130483296358924,1.22870141204219,0.124,0.029,1,"COPD","LACC1"
"RIOX2",0.013097646952836,0.448094411564418,0.191,0.069,1,"COPD","RIOX2"
"KANSL2",0.0130992194898272,0.319616154446017,0.258,0.108,1,"COPD","KANSL2"
"TKFC",0.0131153697881381,1.22861049039778,0.157,0.049,1,"COPD","TKFC"
"VEZF1",0.0131903215996797,0.351110850454965,0.371,0.196,1,"COPD","VEZF1"
"COX18",0.0132043791533971,0.371700060661992,0.146,0.039,1,"COPD","COX18"
"ZC3H8",0.0132072481988906,0.0944063290119218,0.281,0.118,1,"COPD","ZC3H8"
"TCIRG1",0.0132157088561421,0.564144455986658,0.326,0.157,1,"COPD","TCIRG1"
